Fecha,Ambito,Clave,Producto,Promedio,Estaciones
2026-08-19,estado,Yucatán,Premium,28.5086,322
2026-08-19,estado,Yucatán,Regular,23.5191,367
2026-08-19,estado,Zacatecas,Diesel,27.2922,162
2026-08-19,estado,Zacatecas,Premium,28.4683,218
2026-08-19,estado,Zacatecas,Regular,23.4788,246
2026-08-19,nacional,MX,Diesel,27.2537,10022
2026-08-19,nacional,MX,Premium,28.5002,13530
2026-08-19,nacional,MX,Regular,23.5020,15034
2026-08-19,region,Centro,Diesel,27.2521,2380
2026-08-19,region,Centro,Premium,28.4987,3206
2026-08-19,region,Centro,Regular,23.5025,3560
2026-08-19,region,Golfo,Diesel,27.2640,757
2026-08-19,region,Golfo,Premium,28.5056,1044
2026-08-19,region,Golfo,Regular,23.4820,1157
2026-08-19,region,Noreste,Diesel,27.2428,1549
2026-08-19,region,Noreste,Premium,28.5000,2115
2026-08-19,region,Noreste,Regular,23.5005,2351
2026-08-19,region,Noroeste,Diesel,27.2687,1505
2026-08-19,region,Noroeste,Premium,28.4970,1972
2026-08-19,region,Noroeste,Regular,23.5103,2170
2026-08-19,region,Norte,Diesel,27.2480,606
2026-08-19,region,Norte,Premium,28.4789,808
2026-08-19,region,Norte,Regular,23.4843,891
2026-08-19,region,Occidente,Diesel,27.2583,2001
2026-08-19,region,Occidente,Premium,28.5095,2724
2026-08-19,region,Occidente,Regular,23.5103,3046
2026-08-19,region,Sur,Diesel,27.2331,621
2026-08-19,region,Sur,Premium,28.5148,874
2026-08-19,region,Sur,Regular,23.4932,972
2026-08-19,region,Sureste,Diesel,27.2406,536
2026-08-19,region,Sureste,Premium,28.4842,703
2026-08-19,region,Sureste,Regular,23.5065,789
2026-08-20,estado,Aguascalientes,Diesel,27.0104,158
2026-08-20,estado,Aguascalientes,Premium,29.0936,202
2026-08-20,estado,Aguascalientes,Regular,23.9245,205
2026-08-20,estado,Baja California,Diesel,26.2027,368
2026-08-20,estado,Baja California,Premium,28.1863,574
2026-08-20,estado,Baja California,Regular,22.8595,601
2026-08-20,estado,Baja California Sur,Diesel,27.6772,137
2026-08-20,estado,Baja California Sur,Premium,29.6305,170
2026-08-20,estado,Baja California Sur,Regular,24.3938,182
2026-08-20,estado,Campeche,Diesel,27.0458,118
2026-08-20,estado,Campeche,Premium,28.5597,116
2026-08-20,estado,Campeche,Regular,24.0292,126
2026-08-20,estado,Chiapas,Diesel,26.7745,304
2026-08-20,estado,Chiapas,Premium,28.2852,340
2026-08-20,estado,Chiapas,Regular,23.7818,352
2026-08-20,estado,Chihuahua,Diesel,26.8149,396
2026-08-20,estado,Chihuahua,Premium,26.9084,477
2026-08-20,estado,Chihuahua,Regular,22.4469,598
2026-08-20,estado,Ciudad de México,Diesel,26.9781,167
2026-08-20,estado,Ciudad de México,Premium,28.6582,351
2026-08-20,estado,Ciudad de México,Regular,23.7817,353
2026-08-20,estado,Coahuila,Diesel,27.0584,290
2026-08-20,estado,Coahuila,Premium,28.6830,470
2026-08-20,estado,Coahuila,Regular,23.8283,486
2026-08-20,estado,Colima,Diesel,26.9964,107
2026-08-20,estado,Colima,Premium,28.8391,126
2026-08-20,estado,Colima,Regular,23.8478,130
2026-08-20,estado,Durango,Diesel,27.2645,188
2026-08-20,estado,Durango,Premium,29.1815,196
2026-08-20,estado,Durango,Regular,24.1538,222
2026-08-20,estado,Guanajuato,Diesel,27.0607,609
2026-08-20,estado,Guanajuato,Premium,29.0864,696
2026-08-20,estado,Guanajuato,Regular,23.8593,724
2026-08-20,estado,Guerrero,Diesel,27.0813,201
2026-08-20,estado,Guerrero,Premium,28.8922,253
2026-08-20,estado,Guerrero,Regular,23.8828,252
2026-08-20,estado,Hidalgo,Diesel,26.9877,271
2026-08-20,estado,Hidalgo,Premium,28.0490,286
2026-08-20,estado,Hidalgo,Regular,23.6750,310
2026-08-20,estado,Jalisco,Diesel,27.1267,775
2026-08-20,estado,Jalisco,Premium,29.2826,938
2026-08-20,estado,Jalisco,Regular,23.9745,976
2026-08-20,estado,Michoacán,Diesel,27.0303,509
2026-08-20,estado,Michoacán,Premium,28.9319,539
2026-08-20,estado,Michoacán,Regular,23.9404,556
2026-08-20,estado,Morelos,Diesel,26.9805,158
2026-08-20,estado,Morelos,Premium,28.2879,188
2026-08-20,estado,Morelos,Regular,23.8059,189
2026-08-20,estado,México,Diesel,26.9799,1016
2026-08-20,estado,México,Premium,28.3658,1255
2026-08-20,estado,México,Regular,23.6910,1276
2026-08-20,estado,Nayarit,Diesel,27.3135,138
2026-08-20,estado,Nayarit,Premium,29.3371,148
2026-08-20,estado,Nayarit,Regular,23.9468,164
2026-08-20,estado,Nuevo León,Diesel,27.0236,369
2026-08-20,estado,Nuevo León,Premium,29.5342,710
2026-08-20,estado,Nuevo León,Regular,24.0921,732
2026-08-20,estado,Oaxaca,Diesel,27.4796,279
2026-08-20,estado,Oaxaca,Premium,29.1469,277
2026-08-20,estado,Oaxaca,Regular,24.0625,293
2026-08-20,estado,Puebla,Diesel,26.9943,533
2026-08-20,estado,Puebla,Premium,27.9993,595
2026-08-20,estado,Puebla,Regular,23.7203,627
2026-08-20,estado,Querétaro,Diesel,26.9015,314
2026-08-20,estado,Querétaro,Premium,28.4531,366
2026-08-20,estado,Querétaro,Regular,23.7097,369
2026-08-20,estado,Quintana Roo,Diesel,28.1067,211
2026-08-20,estado,Quintana Roo,Premium,28.8109,243
2026-08-20,estado,Quintana Roo,Regular,25.1106,258
2026-08-20,estado,San Luis Potosí,Diesel,27.1320,250
2026-08-20,estado,San Luis Potosí,Premium,28.4241,276
2026-08-20,estado,San Luis Potosí,Regular,23.9415,304
2026-08-20,estado,Sinaloa,Diesel,27.0338,442
2026-08-20,estado,Sinaloa,Premium,29.1863,528
2026-08-20,estado,Sinaloa,Regular,23.9173,556
2026-08-20,estado,Sonora,Diesel,26.9867,361
2026-08-20,estado,Sonora,Premium,28.5579,514
2026-08-20,estado,Sonora,Regular,23.2327,549
2026-08-20,estado,Tabasco,Diesel,26.9831,197
2026-08-20,estado,Tabasco,Premium,28.3066,240
2026-08-20,estado,Tabasco,Regular,23.8100,244
2026-08-20,estado,Tamaulipas,Diesel,26.5179,341
2026-08-20,estado,Tamaulipas,Premium,26.1737,514
2026-08-20,estado,Tamaulipas,Regular,21.9574,600
2026-08-20,estado,Tlaxcala,Diesel,26.8621,129
2026-08-20,estado,Tlaxcala,Premium,27.8247,128
2026-08-20,estado,Tlaxcala,Regular,23.5945,139
2026-08-20,estado,Veracruz,Diesel,26.9946,682
2026-08-20,estado,Veracruz,Premium,27.9955,753
2026-08-20,estado,Veracruz,Regular,23.8095,820
2026-08-20,estado,Yucatán,Diesel,27.1084,251
2026-08-20,estado,Yucatán,Premium,27.9068,323
2026-08-20,estado,Yucatán,Regular,24.1536,342
2026-08-20,estado,Zacatecas,Diesel,27.1095,215
2026-08-20,estado,Zacatecas,Premium,28.7971,189
2026-08-20,estado,Zacatecas,Regular,23.9993,229
2026-08-20,nacional,MX,Diesel,27.0148,10489
2026-08-20,nacional,MX,Premium,28.5063,12988
2026-08-20,nacional,MX,Regular,23.6847,13771
2026-08-20,region,Centro,Diesel,26.9682,2588
2026-08-20,region,Centro,Premium,28.2844,3169
2026-08-20,region,Centro,Regular,23.7096,3263
2026-08-20,region,Golfo,Diesel,26.9920,879
2026-08-20,region,Golfo,Premium,28.0707,993
2026-08-20,region,Golfo,Regular,23.8096,1064
2026-08-20,region,Noreste,Diesel,26.9154,1250
2026-08-20,region,Noreste,Premium,28.2988,1970
2026-08-20,region,Noreste,Regular,23.4065,2122
2026-08-20,region,Noroeste,Diesel,26.8982,1446
2026-08-20,region,Noroeste,Premium,28.7731,1934
2026-08-20,region,Noroeste,Regular,23.4689,2052
2026-08-20,region,Norte,Diesel,26.9596,584
2026-08-20,region,Norte,Premium,27.5704,673
2026-08-20,region,Norte,Regular,22.9090,820
2026-08-20,region,Occidente,Diesel,27.0739,2373
2026-08-20,region,Occidente,Premium,29.0925,2690
2026-08-20,region,Occidente,Regular,23.9307,2820
2026-08-20,region,Sur,Diesel,27.1041,784
2026-08-20,region,Sur,Premium,28.7361,870
2026-08-20,region,Sur,Regular,23.9018,897
2026-08-20,region,Sureste,Diesel,27.4588,580
2026-08-20,region,Sureste,Premium,28.3400,682
2026-08-20,region,Sureste,Regular,24.4721,726
2026-08-21,estado,Aguascalientes,Diesel,27.0104,158
2026-08-21,estado,Aguascalientes,Premium,29.0936,202
2026-08-21,estado,Aguascalientes,Regular,23.9236,205
2026-08-21,estado,Baja California,Diesel,26.2058,368
2026-08-21,estado,Baja California,Premium,28.1843,574
2026-08-21,estado,Baja California,Regular,22.8647,601
2026-08-21,estado,Baja California Sur,Diesel,27.6700,137
2026-08-21,estado,Baja California Sur,Premium,29.6305,170
2026-08-21,estado,Baja California Sur,Regular,24.3938,182
2026-08-21,estado,Campeche,Diesel,27.0582,118
2026-08-21,estado,Campeche,Premium,28.5597,116
2026-08-21,estado,Campeche,Regular,24.0324,126
2026-08-21,estado,Chiapas,Diesel,26.7741,304
2026-08-21,estado,Chiapas,Premium,28.2854,340
2026-08-21,estado,Chiapas,Regular,23.7814,352
2026-08-21,estado,Chihuahua,Diesel,26.8116,396
2026-08-21,estado,Chihuahua,Premium,26.9084,477
2026-08-21,estado,Chihuahua,Regular,22.4447,598
2026-08-21,estado,Ciudad de México,Diesel,26.9686,167
2026-08-21,estado,Ciudad de México,Premium,28.6561,351
2026-08-21,estado,Ciudad de México,Regular,23.7651,353
2026-08-21,estado,Coahuila,Diesel,27.0584,290
2026-08-21,estado,Coahuila,Premium,28.6830,470
2026-08-21,estado,Coahuila,Regular,23.8285,486
2026-08-21,estado,Colima,Diesel,26.9964,107
2026-08-21,estado,Colima,Premium,28.8472,126
2026-08-21,estado,Colima,Regular,23.8495,130
2026-08-21,estado,Durango,Diesel,27.2645,188
2026-08-21,estado,Durango,Premium,29.1815,196
2026-08-21,estado,Durango,Regular,24.1538,222
2026-08-21,estado,Guanajuato,Diesel,27.0570,610
2026-08-21,estado,Guanajuato,Premium,29.0859,696
2026-08-21,estado,Guanajuato,Regular,23.8575,725
2026-08-21,estado,Guerrero,Diesel,27.0813,201
2026-08-21,estado,Guerrero,Premium,28.8922,253
2026-08-21,estado,Guerrero,Regular,23.8828,252
2026-08-21,estado,Hidalgo,Diesel,26.9872,271
2026-08-21,estado,Hidalgo,Premium,28.0487,286
2026-08-21,estado,Hidalgo,Regular,23.6773,310
2026-08-21,estado,Jalisco,Diesel,27.1245,775
2026-08-21,estado,Jalisco,Premium,29.2826,938
2026-08-21,estado,Jalisco,Regular,23.9714,976
2026-08-21,estado,Michoacán,Diesel,27.0268,509
2026-08-21,estado,Michoacán,Premium,28.9319,539
2026-08-21,estado,Michoacán,Regular,23.9495,556
2026-08-21,estado,Morelos,Diesel,26.9805,158
2026-08-21,estado,Morelos,Premium,28.2879,188
2026-08-21,estado,Morelos,Regular,23.8059,189
2026-08-21,estado,México,Diesel,26.9797,1016
2026-08-21,estado,México,Premium,28.3640,1255
2026-08-21,estado,México,Regular,23.6931,1276
2026-08-21,estado,Nayarit,Diesel,27.2472,138
2026-08-21,estado,Nayarit,Premium,29.3371,148
2026-08-21,estado,Nayarit,Regular,23.9468,164
2026-08-21,estado,Nuevo León,Diesel,27.0236,369
2026-08-21,estado,Nuevo León,Premium,29.5349,710
2026-08-21,estado,Nuevo León,Regular,24.0912,732
2026-08-21,estado,Oaxaca,Diesel,27.4796,279
2026-08-21,estado,Oaxaca,Premium,29.1469,277
2026-08-21,estado,Oaxaca,Regular,24.0625,293
2026-08-21,estado,Puebla,Diesel,26.9940,533
2026-08-21,estado,Puebla,Premium,27.9988,595
2026-08-21,estado,Puebla,Regular,23.7211,627
2026-08-21,estado,Querétaro,Diesel,26.9002,314
2026-08-21,estado,Querétaro,Premium,28.4479,366
2026-08-21,estado,Querétaro,Regular,23.7130,369
2026-08-21,estado,Quintana Roo,Diesel,28.1043,211
2026-08-21,estado,Quintana Roo,Premium,28.8109,243
2026-08-21,estado,Quintana Roo,Regular,25.1106,258
2026-08-21,estado,San Luis Potosí,Diesel,27.1228,250
2026-08-21,estado,San Luis Potosí,Premium,28.4241,276
2026-08-21,estado,San Luis Potosí,Regular,23.9415,304
2026-08-21,estado,Sinaloa,Diesel,27.0338,442
2026-08-21,estado,Sinaloa,Premium,29.1847,528
2026-08-21,estado,Sinaloa,Regular,23.9162,556
2026-08-21,estado,Sonora,Diesel,26.9758,361
2026-08-21,estado,Sonora,Premium,28.5576,514
2026-08-21,estado,Sonora,Regular,23.2078,549
2026-08-21,estado,Tabasco,Diesel,26.9831,197
2026-08-21,estado,Tabasco,Premium,28.3058,240
2026-08-21,estado,Tabasco,Regular,23.8071,244
2026-08-21,estado,Tamaulipas,Diesel,26.5179,341
2026-08-21,estado,Tamaulipas,Premium,26.1761,514
2026-08-21,estado,Tamaulipas,Regular,21.9566,600
2026-08-21,estado,Tlaxcala,Diesel,26.7852,130
2026-08-21,estado,Tlaxcala,Premium,27.8252,128
2026-08-21,estado,Tlaxcala,Regular,23.5412,140
2026-08-21,estado,Veracruz,Diesel,26.9950,682
2026-08-21,estado,Veracruz,Premium,27.9936,753
2026-08-21,estado,Veracruz,Regular,23.8089,820
2026-08-21,estado,Yucatán,Diesel,27.1084,251
2026-08-21,estado,Yucatán,Premium,27.9068,323
2026-08-21,estado,Yucatán,Regular,24.1542,342
2026-08-21,estado,Zacatecas,Diesel,27.1095,215
2026-08-21,estado,Zacatecas,Premium,28.8009,189
2026-08-21,estado,Zacatecas,Regular,23.9993,229
2026-08-21,nacional,MX,Diesel,27.0116,10491
2026-08-21,nacional,MX,Premium,28.5059,12988
2026-08-21,nacional,MX,Regular,23.6831,13773
2026-08-21,region,Centro,Diesel,26.9634,2589
2026-08-21,region,Centro,Premium,28.2828,3169
2026-08-21,region,Centro,Regular,23.7070,3264
2026-08-21,region,Golfo,Diesel,26.9924,879
2026-08-21,region,Golfo,Premium,28.0691,993
2026-08-21,region,Golfo,Regular,23.8085,1064
2026-08-21,region,Noreste,Diesel,26.9135,1250
2026-08-21,region,Noreste,Premium,28.2997,1970
2026-08-21,region,Noreste,Regular,23.4060,2122
2026-08-21,region,Noroeste,Diesel,26.8892,1446
2026-08-21,region,Noroeste,Premium,28.7720,1934
2026-08-21,region,Noroeste,Regular,23.4635,2052
2026-08-21,region,Norte,Diesel,26.9574,584
2026-08-21,region,Norte,Premium,27.5704,673
2026-08-21,region,Norte,Regular,22.9074,820
2026-08-21,region,Occidente,Diesel,27.0715,2374
2026-08-21,region,Occidente,Premium,29.0930,2690
2026-08-21,region,Occidente,Regular,23.9310,2821
2026-08-21,region,Sur,Diesel,27.1040,784
2026-08-21,region,Sur,Premium,28.7361,870
2026-08-21,region,Sur,Regular,23.9017,897
2026-08-21,region,Sureste,Diesel,27.4605,580
2026-08-21,region,Sureste,Premium,28.3400,682
2026-08-21,region,Sureste,Regular,24.4729,726
2026-08-22,estado,Aguascalientes,Diesel,27.0072,158
2026-08-22,estado,Aguascalientes,Premium,29.1407,202
2026-08-22,estado,Aguascalientes,Regular,23.9235,205
2026-08-22,estado,Baja California,Diesel,26.2080,368
2026-08-22,estado,Baja California,Premium,28.1879,574
2026-08-22,estado,Baja California,Regular,22.8702,601
2026-08-22,estado,Baja California Sur,Diesel,27.6426,137
2026-08-22,estado,Baja California Sur,Premium,29.6369,170
2026-08-22,estado,Baja California Sur,Regular,24.3905,182
2026-08-22,estado,Campeche,Diesel,27.0582,118
2026-08-22,estado,Campeche,Premium,28.5597,116
2026-08-22,estado,Campeche,Regular,24.0324,126
2026-08-22,estado,Chiapas,Diesel,26.7741,304
2026-08-22,estado,Chiapas,Premium,28.2847,340
2026-08-22,estado,Chiapas,Regular,23.7772,352
2026-08-22,estado,Chihuahua,Diesel,26.8141,396
2026-08-22,estado,Chihuahua,Premium,26.9019,477
2026-08-22,estado,Chihuahua,Regular,22.4459,598
2026-08-22,estado,Ciudad de México,Diesel,26.9687,167
2026-08-22,estado,Ciudad de México,Premium,28.6562,351
2026-08-22,estado,Ciudad de México,Regular,23.7657,353
2026-08-22,estado,Coahuila,Diesel,27.0546,291
2026-08-22,estado,Coahuila,Premium,28.6715,472
2026-08-22,estado,Coahuila,Regular,23.8244,488
2026-08-22,estado,Colima,Diesel,27.0243,107
2026-08-22,estado,Colima,Premium,28.8764,126
2026-08-22,estado,Colima,Regular,23.8495,130
2026-08-22,estado,Durango,Diesel,27.2702,188
2026-08-22,estado,Durango,Premium,29.1858,196
2026-08-22,estado,Durango,Regular,24.1566,222
2026-08-22,estado,Guanajuato,Diesel,27.0476,610
2026-08-22,estado,Guanajuato,Premium,29.0857,696
2026-08-22,estado,Guanajuato,Regular,23.8560,725
2026-08-22,estado,Guerrero,Diesel,27.0813,201
2026-08-22,estado,Guerrero,Premium,28.8930,253
2026-08-22,estado,Guerrero,Regular,23.8827,252
2026-08-22,estado,Hidalgo,Diesel,26.9872,271
2026-08-22,estado,Hidalgo,Premium,28.0487,286
2026-08-22,estado,Hidalgo,Regular,23.6623,311
2026-08-22,estado,Jalisco,Diesel,27.1117,775
2026-08-22,estado,Jalisco,Premium,29.2937,938
2026-08-22,estado,Jalisco,Regular,23.9678,976
2026-08-22,estado,Michoacán,Diesel,27.0220,509
2026-08-22,estado,Michoacán,Premium,28.9237,539
2026-08-22,estado,Michoacán,Regular,23.9656,556
2026-08-22,estado,Morelos,Diesel,26.9805,159
2026-08-22,estado,Morelos,Premium,28.2863,189
2026-08-22,estado,Morelos,Regular,23.8098,190
2026-08-22,estado,México,Diesel,26.9800,1016
2026-08-22,estado,México,Premium,28.3654,1255
2026-08-22,estado,México,Regular,23.6942,1276
2026-08-22,estado,Nayarit,Diesel,27.1949,138
2026-08-22,estado,Nayarit,Premium,29.3797,148
2026-08-22,estado,Nayarit,Regular,23.9520,164
2026-08-22,estado,Nuevo León,Diesel,27.0256,369
2026-08-22,estado,Nuevo León,Premium,29.5350,710
2026-08-22,estado,Nuevo León,Regular,24.0911,732
2026-08-22,estado,Oaxaca,Diesel,27.4744,279
2026-08-22,estado,Oaxaca,Premium,29.1505,277
2026-08-22,estado,Oaxaca,Regular,24.0590,293
2026-08-22,estado,Puebla,Diesel,27.0009,533
2026-08-22,estado,Puebla,Premium,28.0020,595
2026-08-22,estado,Puebla,Regular,23.7183,627
2026-08-22,estado,Querétaro,Diesel,26.8830,315
2026-08-22,estado,Querétaro,Premium,28.4302,367
2026-08-22,estado,Querétaro,Regular,23.7128,370
2026-08-22,estado,Quintana Roo,Diesel,28.1043,211
2026-08-22,estado,Quintana Roo,Premium,28.8109,243
2026-08-22,estado,Quintana Roo,Regular,25.1098,258
2026-08-22,estado,San Luis Potosí,Diesel,27.1159,251
2026-08-22,estado,San Luis Potosí,Premium,28.4241,276
2026-08-22,estado,San Luis Potosí,Regular,23.9399,305
2026-08-22,estado,Sinaloa,Diesel,27.0474,442
2026-08-22,estado,Sinaloa,Premium,29.1938,528
2026-08-22,estado,Sinaloa,Regular,23.9307,556
2026-08-22,estado,Sonora,Diesel,26.9571,361
2026-08-22,estado,Sonora,Premium,28.5604,514
2026-08-22,estado,Sonora,Regular,23.2159,549
2026-08-22,estado,Tabasco,Diesel,26.9832,197
2026-08-22,estado,Tabasco,Premium,28.3040,240
2026-08-22,estado,Tabasco,Regular,23.8066,244
2026-08-22,estado,Tamaulipas,Diesel,26.5038,341
2026-08-22,estado,Tamaulipas,Premium,26.1813,514
2026-08-22,estado,Tamaulipas,Regular,21.9564,600
2026-08-22,estado,Tlaxcala,Diesel,26.7852,130
2026-08-22,estado,Tlaxcala,Premium,27.8212,128
2026-08-22,estado,Tlaxcala,Regular,23.5405,140
2026-08-22,estado,Veracruz,Diesel,26.9941,682
2026-08-22,estado,Veracruz,Premium,27.9945,752
2026-08-22,estado,Veracruz,Regular,23.8096,820
2026-08-22,estado,Yucatán,Diesel,27.1139,251
2026-08-22,estado,Yucatán,Premium,27.9215,323
2026-08-22,estado,Yucatán,Regular,24.1553,342
2026-08-22,estado,Zacatecas,Diesel,27.1208,215
2026-08-22,estado,Zacatecas,Premium,28.8031,189
2026-08-22,estado,Zacatecas,Regular,23.9993,229
2026-08-22,nacional,MX,Diesel,27.0086,10495
2026-08-22,nacional,MX,Premium,28.5085,12991
2026-08-22,nacional,MX,Regular,23.6841,13779
2026-08-22,region,Centro,Diesel,26.9628,2591
2026-08-22,region,Centro,Premium,28.2817,3171
2026-08-22,region,Centro,Regular,23.7058,3267
2026-08-22,region,Golfo,Diesel,26.9917,879
2026-08-22,region,Golfo,Premium,28.0694,992
2026-08-22,region,Golfo,Regular,23.8089,1064
2026-08-22,region,Noreste,Diesel,26.9083,1252
2026-08-22,region,Noreste,Premium,28.2987,1972
2026-08-22,region,Noreste,Regular,23.4054,2125
2026-08-22,region,Noroeste,Diesel,26.8817,1446
2026-08-22,region,Noroeste,Premium,28.7801,1934
2026-08-22,region,Noroeste,Regular,23.4713,2052
2026-08-22,region,Norte,Diesel,26.9610,584
2026-08-22,region,Norte,Premium,27.5670,673
2026-08-22,region,Norte,Regular,22.9090,820
2026-08-22,region,Occidente,Diesel,27.0659,2374
2026-08-22,region,Occidente,Premium,29.1003,2690
2026-08-22,region,Occidente,Regular,23.9325,2821
2026-08-22,region,Sur,Diesel,27.1021,784
2026-08-22,region,Sur,Premium,28.7373,870
2026-08-22,region,Sur,Regular,23.8989,897
2026-08-22,region,Sureste,Diesel,27.4629,580
2026-08-22,region,Sureste,Premium,28.3470,682
2026-08-22,region,Sureste,Regular,24.4732,726
2026-08-23,estado,Aguascalientes,Diesel,27.0073,158
2026-08-23,estado,Aguascalientes,Premium,29.1422,202
2026-08-23,estado,Aguascalientes,Regular,23.9236,205
2026-08-23,estado,Baja California,Diesel,26.2022,368
2026-08-23,estado,Baja California,Premium,28.1879,574
2026-08-23,estado,Baja California,Regular,22.8687,601
2026-08-23,estado,Baja California Sur,Diesel,27.6426,137
2026-08-23,estado,Baja California Sur,Premium,29.6434,170
2026-08-23,estado,Baja California Sur,Regular,24.3938,182
2026-08-23,estado,Campeche,Diesel,27.0582,118
2026-08-23,estado,Campeche,Premium,28.5597,116
2026-08-23,estado,Campeche,Regular,24.0324,126
2026-08-23,estado,Chiapas,Diesel,26.7740,304
2026-08-23,estado,Chiapas,Premium,28.2859,340
2026-08-23,estado,Chiapas,Regular,23.7755,352
2026-08-23,estado,Chihuahua,Diesel,26.8248,396
2026-08-23,estado,Chihuahua,Premium,26.9138,477
2026-08-23,estado,Chihuahua,Regular,22.4451,598
2026-08-23,estado,Ciudad de México,Diesel,26.9668,167
